一万八千	1.153.34.312
师范学院	23125.174455.6458.524615
师范教育	231.17445.1935.41542
师范教育	23125.174455.193580.415421
师范院校	231.17445.524.1266
师范院校	23125.174455.524615.126634
师道尊严	231.4338.4375.1223
师道尊严	23125.433824.437514.1223
希望不会	3413.4153.1324.341
希望不会	341325.415361.1324.341154
希望不是	3413.4153.1324.8
希望不是	341325.415361.1324.8176
希望工程	3413.4153.121.92801
希望工程	341325.415361.121.928011
希望看到	3413.4153.978.154
希望看到	341325.415361.9782.154192
希罗多德	3413.849.909.3312
希罗多德	341325.8490.9090.331285
希腊神话	3413.3618.6283.409
希腊神话	341325.361881.6283.4092
帕格尼尼	2538.1290.0735.0735
帕格尼尼	25381.129080.0735.0735
帕瓦罗蒂	2538.79.849.17612
帕瓦罗蒂	25381.79.8490.176125
帝国主义	6125.2.411.434
帝国主义	6125.251141.411.434
帝王将相	6125.11.4129.1282
帝王将相	6125.11.412904.1282
带不进去	174.1324.784.1954
带不进去	174525.1324.78454.1954
带不进来	174.1324.784.168
带不进来	174525.1324.78454.168
带头作用	174.4413.32312.351
带头作用	174525.44134.323121.35112
带孔销轴	174.585.91241.778
带孔销轴	174525.585.912411.7783
带有时间	174.13.811.4281
带有时间	174525.132511.81124.4281
带球撞人	174.1112.10618.34
带球撞人	174525.111244.106181.34
席不暇暖	47182.1324.8107.8139
席不暇暖	471825.1324.8107.813914
席卷一空	47182.4355.1.4612
席卷一空	471825.4355.1.46121
席卷天下	47182.4355.1134.124
席卷天下	471825.4355.1134.124
席地而坐	47182.195.1325.343
席地而坐	471825.19525.132522.343419
帮不上忙	735.1324.21.4941
帮不上忙	735225.1324.21.49415
帮忙看下	735.4941.978.124
帮忙看下	735225.49415.9782.124
帮派体系	735.4433.32121.356
帮派体系	735225.443334.32121.356234
常务主席	242.905.411.47182
常务主席	2425.9053.411.471825
常务会议	242.905.341.4043
常务会议	2425.9053.341154.40434
常务委员	242.905.9259.8028
常务委员	2425.9053.9259.8028
常务理事	242.905.118.180
常务理事	2425.9053.118121.180012
常备不懈	242.9083.1324.4935
常备不懈	2425.9083.1324.493551
常抓不懈	242.10332.1324.4935
常抓不懈	2425.103324.1324.493551
常来常往	242.168.242.3341
常来常往	2425.168.2425.33411
常盛不衰	242.13553.1324.41251
常盛不衰	2425.135534.1324.412514
常胜将军	242.363.4129.45
常胜将军	2425.36371.412904.4577
常规战争	242.11342.2180.3501
常规战争	2425.113425.218014.35012
常规武器	242.11342.1121.80801
常规武器	2425.113425.112154.808010
常规裁军	242.11342.1941.45
常规裁军	2425.113425.194134.4577
常设机构	242.40355.1235.12355
常设机构	2425.403554.1235.123554
常驻机构	242.504.1235.12355
常驻机构	2425.50411.1235.123554
幅员辽阔	2518.8028.5245.4244
幅员辽阔	251803.8028.52454.424492
幕天席地	17811.1134.47182.195
幕天席地	178115.1134.471825.19525
幡然悔悟	2536.9013.4931.4912
幡然悔悟	253683.901349.493106.491250
幡然省悟	2536.9013.23438.4912
幡然省悟	253683.901349.234382.491250
幡然醒悟	2536.9013.758.4912
幡然醒悟	253683.901349.758131.491250
干了一天	112.52.1.1134
干云蔽日	112.1154.17689.81
干云蔽日	112.1154.176890.81
干净利索	112.41350.922.1245
干净利索	112.413501.9222.124554
干净利落	112.41350.922.1744
干净利落	112.413501.9222.174490
干劲冲天	112.5412.41802.1134
干劲冲天	112.541213.41802.1134
干劲十足	112.5412.12.29
干劲十足	112.541213.12.29
干卿何事	112.3530.32180.180
干卿何事	112.353032.321802.180012
干吗去了	112.8050.1954.52
干吗来了	112.8050.168.52
干干净净	112.112.41350.41350
干干净净	112.112.413501.413501
干干巴巴	112.112.5215.5215
干旱地区	112.81112.195.1345
干旱地区	112.81112.19525.1345
干柴烈火	112.213512.13226.69
干柴烈火	112.213512.132269.69
干涉内政	112.44212.2534.1219
干涉内政	112.442123.2534.12190
干燥设备	112.69808.40355.9083
干燥设备	112.698082.403554.9083
干球温度	112.1112.4481.4718
干球温度	112.111244.448184.471854
干群关系	112.0138.4334.356
干群关系	112.013802.4334.356234
干脆利索	112.363555.922.1245
干脆利索	112.363555.9222.124554
干脆利落	112.363555.922.1744
干脆利落	112.363555.9222.174490
干部作风	112.6180.32312.353
干部作风	112.618052.323121.3534
干部制度	112.6180.3112.4718
干部制度	112.618052.311252.471854
干部子女	112.6180.58.59
干部子女	112.618052.58.59
干部带头	112.6180.174.4413
干部带头	112.618052.174525.44134
干部战士	112.6180.2180.19
干部战士	112.618052.218014.19
干部政策	112.6180.1219.37125
干部政策	112.618052.12190.371254
干部素质	112.6180.715.33122
干部素质	112.618052.715624.331228
干部队伍	112.6180.5234.321251
干部队伍	112.618052.5234.321251
平光眼镜	143.24.820.916
平光眼镜	1432.2435.8203.916185
平分秋色	143.345.926.3552
平分秋色	1432.3453.9269.355215
平地风波	143.195.353.4453
平地风波	1432.19525.3534.445324
平均主义	143.19354.411.434
平均主义	1432.193541.411.434
平均价格	143.19354.3234.1290
平均价格	1432.193541.323432.129080
平均分配	143.19354.345.75
平均分配	1432.193541.3453.75515
平均利润	143.19354.922.4442
平均利润	1432.193541.9222.444211
平均寿命	143.19354.731.3418
平均寿命	1432.193541.73124.341802
平均工资	143.19354.121.413538
平均工资	1432.193541.121.413538
平均年龄	143.19354.311.2134
平均年龄	1432.193541.311212.213444
平均指标	143.19354.1035.1211
平均指标	1432.193541.103581.121124
平均收入	143.19354.5290.34
平均收入	1432.193541.5290.34
平均气温	143.19354.97.4481
平均气温	1432.193541.97.448184
平均水平	143.19354.253.143
平均水平	1432.193541.2534.1432
平均速度	143.19354.180234.4718
平均速度	1432.193541.180234.471854
平安无事	143.465.113.180
平安无事	1432.4659.1135.180012
平常一样	143.242.1.1243
平常一样	1432.2425.1.12432
平平安安	143.143.465.465
平平安安	1432.1432.4659.4659
平平展展	143.143.0718.0718
平平展展	1432.1432.071854.071854
平平常常	143.143.242.242
平平常常	1432.1432.2425.2425
平平整整	143.143.18023.18023
平平整整	1432.1432.180231.180231
平平淡淡	143.143.4469.4469
平平淡淡	1432.1432.446969.446969
平平稳稳	143.143.923.923
平平稳稳	1432.1432.923505.923505
平平静静	143.143.712.712
平平静静	1432.1432.712512.712512
平心而论	143.65.1325.40343
平心而论	1432.65.132522.403435
平心静气	143.65.712.97
平心静气	1432.65.712512.97
平整土地	143.18023.19.195
平整土地	1432.180231.19.19525
平方公里	143.60.3454.812
平方公里	1432.60.3454.81211
平时成绩	143.811.135.557
平时成绩	1432.81124.135534.557128
平易近人	143.8135.334.34
平易近人	1432.813533.33454.34
平板电脑	143.1233.815.3641
平板电脑	1432.123354.815.364132
平步青云	143.212.71.1154
平步青云	1432.21233.712511.1154
平民百姓	143.5151.1381.593
平民百姓	1432.51515.1381.59371
平淡无奇	143.4469.113.13418
平淡无奇	1432.446969.1135.134182
平添春色	143.44113.73.3552
平添春色	1432.441134.7381.355215
平版印刷	143.3233.3515.072
平版印刷	1432.323354.35152.072522
平白无事	143.381.113.180
平白无事	1432.381.1135.180012
平白无故	143.381.113.12809
平白无故	1432.381.1135.128090
平等互利	143.3719.155.922
平等互利	1432.371914.1551.9222
平等互惠	143.3719.155.18121
平等互惠	1432.371914.1551.181215
平等待人	143.3719.33191.34
平等待人	1432.371914.331914.34
平等权利	143.3719.1254.922
平等权利	1432.371914.1254.9222
平等竞争	143.3719.61803.3501
平等竞争	1432.371914.618035.35012
平行作业	143.3311.32312.22
平行作业	1432.33112.323121.22
平起平坐	143.765.143.343
平起平坐	1432.76515.1432.343419
平铺直叙	143.91125.1227.341124
平铺直叙	1432.911254.1227.341124
平面几何	143.13252.35.32180
平面几何	1432.132521.35.321802
年久失修	311.354.3113.322
年久失修	311212.354.31134.322903
年事已高	311.180.515.418
年事已高	311212.180012.515.4180
年产能力	311.613.5.53
年产能力	311212.613.542515.53
年代久远	311.32154.354.11354
年代久远	311212.32154.354.113544
年增长率	311.1943.3154.4156
年增长率	311212.194321.3154.415642
年复一年	311.3181.1.311
年复一年	311212.318190.1.311212
年富力强	311.4618.53.578
年富力强	311212.461803.53.578026
年少无知	311.2343.113.9480
年少无知	311212.2343.1135.9480
年少轻狂	311.2343.775.3811
年少轻狂	311212.2343.775411.3811
年年如此	311.311.598.213
年年如此	311212.311212.5980.2135
年年岁岁	311.311.2090.2090
年年岁岁	311212.311212.2090.2090
年年月月	311.311.36.36
年年月月	311212.311212.36.36
年年有余	311.311.13.34112
年年有余	311212.311212.132511.34112
年幼无知	311.5653.113.9480
年幼无知	311212.5653.1135.9480
年度报告	311.4718.105.31980
年度报告	311212.471854.105254.31980
年度计划	311.4718.4012.1534
年度计划	311212.471854.4012.153422
年深日久	311.4445.81.354
年深日久	311212.444512.81.354
年深月久	311.4445.36.354
年深月久	311212.444512.36.354
年纪轻轻	311.555.775.775
年纪轻轻	311212.55515.775411.775411
年终总结	311.5590.438.5519
年终总结	311212.559044.438065.551980
年老体弱	311.1933.32121.574
年老体弱	311212.19335.32121.574151
年老力衰	311.1933.53.41251
年老力衰	311212.19335.53.412514
年老色衰	311.1933.3552.41251
年老色衰	311212.19335.355215.412514
年轻一代	311.775.1.32154
年轻一代	311212.775411.1.32154
年轻力壮	311.775.53.41219
年轻力壮	311212.775411.53.41219
年轻女性	311.775.59.49
年轻女性	311212.775411.59.49371
年轻干部	311.775.112.6180
年轻干部	311212.775411.112.618052
年轻时候	311.775.811.3225
年轻时候	311212.775411.81124.322514
年轻气盛	311.775.97.13553
年轻气盛	311212.775411.97.135534
年轻漂亮	311.775.44741.4135
年轻漂亮	311212.775411.447414.4135
年轻貌美	311.775.393.431
年轻貌美	311212.775411.393815.431114
年过半百	311.1244.432.1381
年过半百	311212.124454.432.1381
年近古稀	311.334.1280.9234
年近古稀	311212.33454.1280.923415
年近花甲	311.334.17.83
年近花甲	311212.33454.173235.83
年逾不惑	311.341254.1324.18015
年逾不惑	311212.341254.1324.180155
年逾古稀	311.341254.1280.9234
年逾古稀	311212.341254.1280.923415
年逾花甲	311.341254.17.83
年逾花甲	311212.341254.173235.83
年青有为	311.71.13.4
年青有为	311212.712511.132511.4354
年高德劭	311.418.3312.538053
年高德劭	311212.4180.331285.538053
年高望重	311.418.4153.318
年高望重	311212.4180.415361.318121
年龄特征	311.2134.3119.33121
年龄特征	311212.213444.311914.33121
并不一定	4378.1324.1.467
并不一定	4378.1324.1.4676
并不值得	4378.1324.32122.338
并不值得	4378.1324.321227.338114
并不可笑	4378.1324.18.379
并不可笑	4378.1324.1802.3794
并不合理	4378.1324.94.118
并不合理	4378.1324.94.118121
并不合适	4378.1324.94.9245
并不合适	4378.1324.94.92454
并不喜欢	4378.1324.7980.5435
并不喜欢	4378.1324.7980.543534
并不在意	4378.1324.132.618
并不在意	4378.1324.13219.618165
并不好用	4378.1324.595.351
并不好用	4378.1324.5958.35112
并不好笑	4378.1324.595.379
并不好笑	4378.1324.5958.3794
并不实用	4378.1324.464.351
并不实用	4378.1324.464414.35112
并不容易	4378.1324.4694.8135
并不容易	4378.1324.4694.813533
并不很难	4378.1324.33.5432
并不很难	4378.1324.3303.543241
并不特别	4378.1324.3119.8053
并不特别	4378.1324.311914.805322
并不矛盾	4378.1324.54.33128
并不矛盾	4378.1324.54.331282
并不知道	4378.1324.9480.4338
并不知道	4378.1324.9480.433824
并不等于	4378.1324.3719.112
并不等于	4378.1324.371914.112
并不要求	4378.1324.7.1241
并不要求	4378.1324.7459.124134
并不见得	4378.1324.2535.338
并不见得	4378.1324.2535.338114
并不觉得	4378.1324.642.338
并不觉得	4378.1324.642535.338114
并不讨厌	4378.1324.40124.1313
并不讨厌	4378.1324.40124.131344
并不记得	4378.1324.405.338
并不记得	4378.1324.40515.338114
并不适合	4378.1324.9245.94
并不适合	4378.1324.92454.94
并不重要	4378.1324.318.7
并不重要	4378.1324.318121.7459
并日而食	4378.81.1325.30
并日而食	4378.81.132522.30
并网发电	4378.25343.535.815
并网发电	4378.253434.53544.815
并肩作战	4378.67251.32312.2180
并肩作战	4378.672511.323121.218014
并肩战斗	4378.67251.2180.4412
并肩战斗	4378.672511.218014.4412
并行不悖	4378.3311.1324.491248
并行不悖	4378.33112.1324.491248
并非如此	4378.23.598.213
并非如此	4378.23.5980.2135
并非易事	4378.23.8135.180
并非易事	4378.23.813533.180012
并驾齐驱	4378.53805.6632.5013
并驾齐驱	4378.538050.6632.501345
幸会幸会	19432.341.19432.341
幸会幸会	19432.341154.19432.341154
幸免于难	19432.35803.112.5432
幸免于难	19432.358035.112.543241
幸灾乐祸	19432.4669.352.6280
幸灾乐祸	19432.4669.35234.628024
幺模矩阵	56.1217.9415.527
幺模矩阵	56.121784.941515.5277
幺正变换	56.121.665.10352
幺正变换	56.121.6654.103524
幺正矩阵	56.121.9415.527
幺正矩阵	56.121.941515.5277
幼儿教育	5653.35.1935.41542
幼儿教育	5653.35.193580.415421
幼圆字体	5653.2580.4658.32121
幼圆字体	5653.258021.4658.32121
幼学壮行	5653.64.41219.3311
幼学壮行	5653.6458.41219.33112
幽门狭窄	256.42.38143.46312
幽门狭窄	256562.42.381434.463121
幽默风趣	256.861.353.767
幽默风趣	256562.861344.3534.767254
广为人知	47.4.34.9480
广为人知	47.4354.34.9480
广为流传	47.4.444.32115
广为流传	47.4354.444155.321154
广交朋友	47.6634.3636.1354
广佛地铁	47.3257.195.913
广佛地铁	47.325732.19525.913114
广厦万间	47.13138.153.4281
广厦万间	47.131380.153.4281
广发银行	47.535.910.3311
广发银行	47.53544.9103.33112
广告公司	47.31980.3454.518
广告公司	47.31980.3454.5180
广大人民	47.134.34.5151
广大人民	47.134.34.51515
广大党员	47.134.243.8028
广大党员	47.134.2435.8028
广大干部	47.134.112.6180
广大干部	47.134.112.618052
广大群众	47.134.0138.34343
广大群众	47.134.013802.343434
广大职工	47.134.728.121
广大职工	47.134.728034.121
广大读者	47.134.40125.19381
广大读者	47.134.401254.19381
广寒仙子	47.46784.3220.58
广寒仙子	47.467844.3220.58
广庭大众	47.4731.134.34343
广庭大众	47.473194.134.343434
广开才路	47.78.123.299
广开才路	47.78.123.299080
广开言路	47.78.40.299
广开言路	47.78.40.299080
广开财路	47.78.2812.299
广开财路	47.78.28123.299080
广开门路	47.78.42.299
广开门路	47.78.42.299080
广征博引	47.33121.121254.572
广播体操	47.1036.32121.10808
广播体操	47.103683.32121.108082
广播电台	47.1036.815.548
广播电台	47.103683.815.5480
广播电视	47.1036.815.6225
广播电视	47.103683.815.622535
广泛应用	47.443454.476.351
广泛应用	47.443454.4764.35112
广泛开展	47.443454.78.0718
广泛开展	47.443454.78.071854
广电总局	47.815.438.075
广电总局	47.815.438065.07580
广种薄收	47.928.17441.5290
广种薄收	47.92802.174414.5290
广而告之	47.1325.31980.454
广而告之	47.132522.31980.454
广而言之	47.1325.40.454
广而言之	47.132522.40.454
广袤无垠	47.41543.113.190
广袤无垠	47.415434.1135.1903
广西壮族	47.74.41219.60319
广西壮族	47.74.41219.603194
庄周梦蝶	4719.3519.12129.26185
庄周梦蝶	4719.351980.121290.261852
庆大霉素	471.134.1631.715
庆大霉素	47134.134.163106.715624
庆父不死	471.34.1324.1335
庆父不死	47134.34.1324.1335
床笫之私	4712.37352.454.9254
床笫之私	4712.373523.454.9254
庐山真面	4767.20.12273.13252
庐山真面	4767.20.122734.132521
库仑定律	477.3435.467.330
库仑定律	4777.3435.4676.3301
库位标识	477.3261.1211.408
库位标识	4777.3261.121124.408034
应不应该	476.1324.476.404
应不应该	4764.1324.4764.404154
应交税费	476.6634.9243.573
应交税费	4764.6634.924385.573228
应付自如	476.32124.382.598
应付自如	4764.32124.382.5980
应付裕如	476.32124.639.598
应付裕如	4764.32124.6394.5980
应变能力	476.665.5.53
应变能力	4764.6654.542515.53
应多看看	476.909.978.978
应多看看	4764.9090.9782.9782
应天顺人	476.1134.3221.34
应天顺人	4764.1134.322138.34
应对如流	476.541.598.444
应对如流	4764.54124.5980.444155
应急电源	476.350.815.44133
应急电源	4764.350165.815.441334
应急预案	476.350.54132.4659
应急预案	4764.350165.541328.465912
应接不暇	476.106.1324.8107
应接不暇	4764.106159.1324.8107
应收帐单	476.5290.2531.4381
应收帐单	4764.5290.253154.438112
应有尽有	476.13.07.13
应有尽有	4764.132511.07444.132511
应用技术	476.351.10125.124
应用技术	4764.35112.101254.124
应用研究	476.351.147.4635
应用研究	4764.35112.1478.4635
应用科学	476.351.924.64
应用科学	4764.35112.924412.6458
应用程序	476.351.92801.4754
应用程序	4764.35112.928011.4754
应用软件	476.351.7735.3231
应用软件	4764.35112.773534.3231
应答如流	476.3794.598.444
应答如流	4764.3794.5980.444155
应该不会	476.404.1324.341
应该不会	4764.404154.1324.341154
应该作为	476.404.32312.4
应该作为	4764.404154.323121.4354
应该做出	476.404.321.02
应该做出	4764.404154.321280.02
应该出现	476.404.02.1125
应该出现	4764.404154.02.112535
应该分为	476.404.345.4
应该分为	4764.404154.3453.4354
应该分开	476.404.345.78
应该分开	4764.404154.3453.78
应该分成	476.404.345.135
应该分成	4764.404154.3453.135534
应该受到	476.404.394.154
应该受到	4764.404154.394554.154192
应该可以	476.404.18.543
应该可以	4764.404154.1802.5434
应该合作	476.404.94.32312
应该合作	4764.404154.94.323121
应该合计	476.404.94.4012
应该合计	4764.404154.94.4012
应该向他	476.404.3258.325
应该向他	4764.404154.32580.32525
应该向你	476.404.3258.32
应该向你	4764.404154.32580.323524
应该向她	476.404.3258.5952
应该向她	4764.404154.32580.59525
应该向我	476.404.3258.31
应该向我	4764.404154.32580.312154
应该得到	476.404.338.154
应该得到	4764.404154.338114.154192
应该没有	476.404.443.13
应该没有	4764.404154.443554.132511
应该注意	476.404.44411.618
应该注意	4764.404154.44411.618165
应该满足	476.404.4417.29
应该满足	4764.404154.441714.29
应该经人	476.404.55.34
应该经人	4764.404154.555411.34
应该经过	476.404.55.1244
应该经过	4764.404154.555411.124454
应该选择	476.404.3193.10541
应该选择	4764.404154.319354.105412
应运而生	476.11544.1325.371
应运而生	4764.115444.132522.371
应邀出席	476.3816.02.47182
应邀出席	4764.381604.02.471825
应酬太多	476.7543.1344.909
应酬太多	4764.754342.1344.9090
庖丁解牛	4735.12.3553.31
庖丁解牛	473555.12.355331.31
店风店貌	472.353.472.393
店风店貌	472180.3534.472180.393815
庞然大物	4713.9013.134.313
庞然大物	471354.901349.134.313533
废寝忘食	475.4641.415.30
废寝忘食	475354.464124.41565.30
废旧物资	475.281.313.413538
废旧物资	475354.281.313533.413538
废气污水	475.97.44115.253
废气污水	475354.97.44115.2534
废然而返	475.9013.1325.33544
废然而返	475354.901349.132522.335444
废物利用	475.313.922.351
废物利用	475354.313533.9222.35112
废话连篇	475.409.774.376
废话连篇	475354.4092.77454.376727
废铜烂铁	475.912.694.913
废铜烂铁	475354.912510.6943.913114
度德量力	4718.3312.81181.53
度德量力	471854.331285.811811.53
度日如年	4718.81.598.311
度日如年	471854.81.5980.311212
座无虚席	4734.113.872.47182
座无虚席	473439.1135.8722.471825
庭外和解	4731.902.9.3553
庭外和解	473194.9024.9280.355331
康定情歌	470.467.497.18021
康定情歌	470124.4676.497121.180214
康帕内拉	470.2538.2534.1061
康帕内拉	470124.25381.2534.1061
康庄大道	470.4719.134.4338
康庄大道	470124.4719.134.433824
康熙字典	470.7251.4658.2517
康熙字典	470124.725159.4658.251714
庸中佼佼	47012.802.3266.3266
庸中佼佼	470122.802.326634.326634
庸人自扰	47012.34.382.10135
庸人自扰	470122.34.382.101354
庸医杀人	47012.194.3412.34
庸医杀人	470122.1945.3412.34
庸庸碌碌	47012.47012.140.140
庸庸碌碌	470122.470122.140124.140124
庸脂俗粉	47012.36358.329.683
庸脂俗粉	470122.363581.3294.683453
廉政建设	4743.1219.015.40355
廉政建设	474304.12190.0154.403554
廉洁公道	4743.4419.3454.4338
廉洁公道	474304.441980.3454.433824
廉洁奉公	4743.4419.7311.3454
廉洁奉公	474304.441980.73112.3454
廉洁自律	4743.4419.382.330
廉洁自律	474304.441980.382.3301
延安精神	32155.465.687.6283
延安精神	321554.4659.687121.6283
延年益寿	32155.311.43348.731
延年益寿	321554.311212.433484.73124
建功立业	015.12153.61.22
建功立业	0154.12153.61.22
建国以来	015.2.543.168
建国以来	0154.251141.5434.168
建国初期	015.2.635.703
建国初期	0154.251141.6353.7036
建成投产	015.135.10355.613
建成投产	0154.135534.103554.613
建材工业	015.12123.121.22
建材工业	0154.12123.121.22
建立健全	015.61.3201.3411
建立健全	0154.61.320154.3411
建章立制	015.61811.61.3112
建章立制	0154.618112.61.311252
建筑工业	015.371214.121.22
建筑工业	0154.371214.121.22
建筑工地	015.371214.121.195
建筑工地	0154.371214.121.19525
建筑工程	015.371214.121.92801
建筑工程	0154.371214.121.928011
建筑材料	015.371214.12123.6844
建筑材料	0154.371214.12123.684412
建筑结构	015.371214.5519.12355
建筑结构	0154.371214.551980.123554
建筑艺术	015.371214.175.124
建筑艺术	0154.371214.175.124
建筑设计	015.371214.40355.4012
建筑设计	0154.371214.403554.4012
建筑面积	015.371214.13252.92803
建筑面积	0154.371214.132521.928034
建筑风格	015.371214.353.1290
建筑风格	0154.371214.3534.129080
建设事业	015.40355.180.22
建设事业	0154.403554.180012.22
建设单位	015.40355.4381.3261
建设单位	0154.403554.438112.3261
建设周期	015.40355.3519.703
建设周期	0154.403554.351980.7036
建设成为	015.40355.135.4
建设成为	0154.403554.135534.4354
建设祖国	015.40355.622.2
建设祖国	0154.403554.6227.251141
建设繁荣	015.40355.310.1745
建设繁荣	0154.403554.310694.174512
建设银行	015.40355.910.3311
建设银行	0154.403554.9103.33112
建设项目	015.40355.12113.82
建设项目	0154.403554.121138.82
开业典礼	78.22.2517.625
开业典礼	78.22.251714.625
开个玩笑	78.342.1111.379
开个玩笑	78.342.111135.3794
开云见日	78.1154.2535.81
开什么车	78.3212.354.77
开会去了	78.341.1954.52
开会去了	78.341154.1954.52
开会讨论	78.341.40124.40343
开会讨论	78.341154.40124.403435
开创局面	78.34552.075.13252
开创局面	78.345522.07580.132521
开动脑筋	78.11545.3641.3736
开动脑筋	78.115453.364132.373653
开卷有益	78.4355.13.43348
开卷有益	78.4355.132511.433484
开发中心	78.535.802.65
开发中心	78.53544.802.65
开发公司	78.535.3454.518
开发公司	78.53544.3454.5180
开发利用	78.535.922.351
开发利用	78.53544.9222.35112
开发小组	78.535.234.552
开发小组	78.53544.234.5527
开发资源	78.535.413538.44133
开发资源	78.53544.413538.441334
开发部门	78.535.6180.42
开发部门	78.53544.618052.42
开合自如	78.94.382.598
开合自如	78.94.382.5980
开国元勋	78.2.1135.80285
开国元勋	78.251141.1135.802853
开国元老	78.2.1135.1933
开国元老	78.251141.1135.19335
开国功臣	78.2.12153.72
开国功臣	78.251141.12153.72
开场锣鼓	78.1953.9184.791
开场锣鼓	78.19533.918490.791254
开天辟地	78.1134.07.195
开天辟地	78.1134.07.19525
开始使用	78.59548.3218.351
开始使用	78.595480.321804.35112
开始实行	78.59548.464.3311
开始实行	78.595480.464414.33112
开始感觉	78.59548.1318.642
开始感觉	78.595480.131805.642535
开始菜单	78.59548.1739.4381
开始菜单	78.595480.173912.438112
开学时间	78.64.811.4281
开学时间	78.6458.81124.4281
开宗明义	78.46112.8136.434
开宗明义	78.461124.8136.434
开展业务	78.0718.22.905
开展业务	78.071854.22.9053
开展工作	78.0718.121.32312
开展工作	78.071854.121.323121
开山祖师	78.20.622.231
开山祖师	78.20.6227.23125
开山鼻祖	78.20.98.622
开山鼻祖	78.20.98.6227
开工典礼	78.121.2517.625
开工典礼	78.121.251714.625
开幕典礼	78.17811.2517.625
开幕典礼	78.178115.251714.625
开开心心	78.78.65.65
开开玩笑	78.78.1111.379
开开玩笑	78.78.111135.3794
开开眼界	78.78.820.833
开开眼界	78.78.8203.833432
开心就好	78.65.41.595
开心就好	78.65.412344.5958
开心的事	78.65.3.180
开心的事	78.65.381354.180012
开心见诚	78.65.2535.4013
开心见诚	78.65.2535.401354
开怀大笑	78.4913.134.379
开怀大笑	78.491324.134.3794
开怀畅饮	78.4913.8353.30353
开怀畅饮	78.491324.83533.303534
开户帐号	78.67.2531.8015
开户帐号	78.67.253154.8015
开户银行	78.67.910.3311
开户银行	78.67.9103.33112
开拓创新	78.1014.34552.611
开拓创新	78.1014.345522.611233
开拓精神	78.1014.687.6283
开拓精神	78.1014.687121.6283
开拓进取	78.1014.784.725
开拓进取	78.1014.78454.7254
开放地区	78.609.195.1345
开放地区	78.6090.19525.1345
开放地带	78.609.195.174
开放地带	78.6090.19525.174525
开放城市	78.609.1913.4125
开放城市	78.6090.191354.4125
开放市场	78.609.4125.1953
开放市场	78.6090.4125.19533
开放搞活	78.609.10418.449
开放搞活	78.6090.104180.4492
开放政策	78.609.1219.37125
开放政策	78.6090.12190.371254
开放电路	78.609.815.299
开放电路	78.6090.815.299080
开放系统	78.609.356.5541
开放系统	78.6090.356234.554155
开源节流	78.44133.1752.444
开源节流	78.441334.1752.444155
开物成务	78.313.135.905
开物成务	78.313533.135534.9053
开疆拓土	78.571.1014.19
开疆拓土	78.571911.1014.19
开疆辟土	78.571.07.19
开疆辟土	78.571911.07.19
开科取士	78.924.725.19
开科取士	78.924412.7254.19
开管循环	78.374.3333.1113
开管循环	78.374621.333312.111324
开脱罪责	78.3643.842.7128
开脱罪责	78.364385.8423.7128
开花结实	78.17.5519.464
开花结实	78.173235.551980.464414
开花结果	78.17.5519.8112
开花结果	78.173235.551980.8112
开袋即食	78.321544.0.30
开袋即食	78.321544.0352.30
开诚布公	78.4013.1325.3454
开诚布公	78.401354.1325.3454
开诚相见	78.4013.1282.2535
开诚相见	78.401354.1282.2535
开足马力	78.29.50.53
开路先锋	78.299.319.919
开路先锋	78.299080.31935.919071
开进开出	78.784.78.02
开进开出	78.78454.78.02
开门办学	78.42.5344.64
开门办学	78.42.5344.6458
开门揖盗	78.42.10807.413534
开门揖盗	78.42.108072.413534
开门见山	78.42.2535.20
开闸放水	78.4283.609.253
开闸放水	78.4283.6090.2534
开阔眼界	78.4244.820.833
开阔眼界	78.424492.8203.833432
异乎寻常	51513.3432.01.242
异乎寻常	515132.3432.01124.2425
异军突起	51513.45.4613.765
异军突起	515132.4577.461344.76515
异口同声	51513.80.25.1952
异口同声	515132.80.25180.195213
异口同音	51513.80.25.6181
异口同音	515132.80.25180.6181
异国他乡	51513.2.325.56
异国他乡	515132.251141.32525.56
异彩纷呈	51513.391.5534.8011
异彩纷呈	515132.391233.553453.8011
异想天开	51513.12826.1134.78
异想天开	515132.128265.1134.78
异曲同工	51513.25171.25.121
异曲同工	515132.25171.25180.121
异端邪说	51513.6120.7952.40
异端邪说	515132.612012.7952.404385
异途同归	51513.341124.25.230
异途同归	515132.341124.25180.2301
异香扑鼻	51513.9281.1024.98
异香扑鼻	515132.9281.1024.98
弃之可惜	41541.454.18.49188
弃之可惜	415412.454.1802.491881
弃如敝屣	41541.598.6890.07332
弃如敝屣	415412.5980.6890.073324
弃恶从善	41541.1226.3434.4324
弃恶从善	415412.12265.3434.432430
弃旧图新	41541.281.259.611
弃旧图新	415412.281.259041.611233
弃暗投明	41541.816.10355.8136
弃暗投明	415412.816181.103554.8136
弃甲曳兵	41541.83.8153.9834
弃甲曳兵	415412.83.8153.9834
弃笔从戎	41541.3797.3434.11353
弃笔从戎	415412.3797.3434.113534
弃若敝屐	41541.1713.6890.07331
弃若敝屐	415412.171380.6890.073314
弃若敝屣	41541.1713.6890.07332
弃若敝屣	415412.171380.6890.073324
弃邪归正	41541.7952.230.121
弃邪归正	415412.7952.2301.121
弄假成真	11132.320.135.12273
弄假成真	11132.3207.135534.122734
弄出来了	11132.02.168.52
弄出来的	11132.02.168.3
弄出来的	11132.02.168.381354
弄到现在	11132.154.1125.132
弄到现在	11132.154192.112535.13219
